|text|score
346|a miniscule little bleep on the film radar  but one that many more people should check out|1.0
347|this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream|0.0
348|delivers the sexy razzledazzle that everyone  especially movie musical fans  has been hoping for|1.0
349|a true delight|1.0
350|its always fascinating to watch marker the essayist at work|1.0
351|seagals strenuous attempt at a change in expression could very well clinch him this years razzie|0.0
352|looks and feels like a project better suited for the small screen|0.0
353|passion  melodrama  sorrow  laugther  and tears cascade over the screen effortlessly|1.0
354|dont wait to see this terrific film with your kids  if you dont have kids borrow some|1.0
355|holden caulfield did it better|0.0
356|draggin about dragons|0.0
357|any intellectual arguments being made about the nature of god are framed in a drama so clumsy  there is a real danger less sophisticated audiences will mistake it for an endorsement of the very things that bean abhors|0.0
358|visually rather stunning  but ultimately a handsomelooking bore  the true creativity would have been to hide treasure planet entirely and completely reimagine it|0.0
359|this is an undeniably intriguing film from an adventurous young talent who finds his inspiration on the fringes of the american underground|1.0
360|the whole thing comes off like a particularly amateurish episode of bewitched that takes place during spring break|0.0
361|the film is a very good viewing alternative for young women|1.0
362|its a nicely detailed world of pawns  bishops and kings  of wagers in dingy backrooms or pristine forests|1.0
363|lacks the visual flair and bouncing bravado that characterizes better hiphop clips and is content to recycle images and characters that were already tired 10 years ago|0.0
364|a movie that will surely be profane  politically charged music to the ears of chos fans|1.0
365|a tour de force of modern cinema|1.0
366|franco is an excellent choice for the walledoff but combustible hustler  but he does not give the transcendent performance sonny needs to overcome gaps in character development and story logic|1.0
367|the best film of the year 2002|1.0
368|while its nice to watch a movie that hasnt been focusgrouped into tedium  yus cinematic alchemy produces nearly as much lead as gold|0.0
369|a relative letdown|0.0
370|meandering and glacially paced  and often just plain dull|0.0
371|a fun little timewaster  helped especially by the cool presence of jean reno|1.0
372|cold and scattered  minority report commands interest almost solely as an exercise in gorgeous visuals  thats not vintage spielberg and that  finally  is minimally satisfying|0.0
373|denis and cowriter michele petins impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing  lead provocatuers testud and parmentier give superlative performances|1.0
374|secret ballot is a funny  puzzling movie ambiguous enough to be engaging and oddly moving|1.0
375|maneuvers skillfully through the plots hot brine  until its undone by the sogginess of its contemporary characters  and actors|1.0
376|left me with the visceral sensation of longing  lasting traces of charlottes web of desire and desperation|1.0
377|its an awfully derivative story|0.0
378|got some good  organic character work  lots of obvious political insights and little room for engaging  imaginative filmmaking in its nearly 2 12hour  dissipated length|0.0
379|what redeems the film is the cast  particularly the yayas themselves|1.0
380|an absurdist spider web|1.0
381|fresh and raw like a blownout vein  narc takes a walkingdead  copflick subgenre and beats new life into it|1.0
382|sayles has an eye for the ways people of different ethnicities talk to and about others outside the group|1.0
383|uneven but a lot of fun|1.0
384|theres a lot of tooth in roger dodger  but whats nice is that theres a casual intelligence that permeates the script|1.0
385|beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart  it really is a shame that more wont get an opportunity to embrace small  sweet evelyn|1.0
386|director yu seems far more interested in grossout humor than in showing us wellthought stunts or a car chase that we havent seen 10  000 times|0.0
387|a sensitive and astute first feature by annesophie birot|1.0
388|a cockeyed shot all the way|0.0
389|high on melodrama  but its emotionally engrossing  too  thanks to strong  credible performances from the whole cast|1.0
390|the movie bounces all over the map|0.0
391|a better title  for all concerned  might be swept under the rug|0.0
392|the only question    is to determine how well the schmaltz is manufactured  to assess the quality of the manipulative engineering  average  at best  im afraid|0.0
393|brosnans finest nonbondish performance yet fails to overcome the films manipulative sentimentality and annoying stereotypes|0.0
394|so putrid it is not worth the price of the match that should be used to burn every print of the film|0.0
395|so brisk is wangs pacing that none of the excellent cast are given air to breathe|0.0
396|derailed by bad writing and possibly also by some of that extensive postproduction reworking to aim the film at young males in the throes of their first full flush of testosterone|0.0
